Interatomic distances:
56 9 2.779967
56 10 5.509661
56 11 7.240693
56 12 7.224836
56 13 7.912700
56 14 7.592722
56 15 8.093386
56 16 5.473247
56 17 6.577318
56 18 4.637862
56 19 10.210026
56 20 6.691181
56 21 9.460349
56 22 2.855032
56 23 6.726095
56 24 4.710363
56 25 8.166977
56 26 5.584747
56 27 8.996072
56 28 8.232019
56 29 10.130359
56 30 8.990047
56 31 10.888767
56 32 5.034888
56 33 8.570557
56 34 2.880257
56 35 7.235285
56 36 5.426311
56 37 9.842461
56 38 6.861465
56 39 11.719786
56 40 5.654333
56 41 11.341139
56 42 2.822740
56 43 9.949897
56 44 4.069038
56 45 6.962370
56 46 9.427920
56 47 10.695445
56 48 7.503506
56 49 11.936879
56 50 7.803565
56 51 12.236127
56 52 5.603959
56 53 11.918565
56 54 2.951372
56 55 10.911395
57 0 4.996442
57 1 9.555296
57 2 5.474403
57 3 7.169932
57 4 7.355216
57 5 9.932468
57 6 5.504755
57 7 9.421161
57 8 2.802500
57 9 7.760067
57 10 7.231990
57 11 4.169809
57 12 8.765915
57 13 6.791844
57 14 8.231459
57 15 6.664295
57 16 7.632111
57 17 4.615008
57 18 5.460969
57 19 8.334305
57 20 10.287270
57 21 4.747984
57 22 8.207906
57 23 2.757092
57 24 5.497037
57 25 6.714655
57 26 6.741814
57 27 9.570144
57 28 9.136242
57 29 10.034688
57 30 11.031797
57 31 7.356084
57 32 10.145158
57 33 2.821081
57 34 6.756441
57 35 5.351340
57 36 5.013624
57 37 8.675620
57 38 9.066343
57 39 7.024164
57 40 11.734082
57 41 4.327881
57 42 10.637246
57 43 2.940818
57 44 9.387060
57 45 9.902513
57 46 5.919420
57 47 7.697488
57 48 11.380667
57 49 9.362062
57 50 12.350157
57 51 7.867923
57 52 11.911917
57 53 5.794889
57 54 10.860875
57 55 3.041085
57 56 9.481493
58 0 9.555292
58 1 4.996439
58 2 7.169928
58 3 5.474399
58 4 9.932468
58 5 7.355216
58 6 9.421154
58 7 5.504756
58 8 7.760061
58 9 2.802499
58 10 4.169809
58 11 7.231981
58 12 6.791844
58 13 8.765915
58 14 8.231456
58 15 7.632102
58 16 6.664289
58 17 5.460962
58 18 4.615005
58 19 10.287270
58 20 8.334305
58 21 8.207894
58 22 4.747982
58 23 5.497023
58 24 2.757078
58 25 6.741805
58 26 6.714656
58 27 9.136242
58 28 9.570144
58 29 11.031797
58 30 10.034688
58 31 10.145150
58 32 7.356087
58 33 6.756427
58 34 2.821073
58 35 5.013614
58 36 5.351339
58 37 9.066343
58 38 8.675620
58 39 11.734076
58 40 7.024166
58 41 10.637233
58 42 4.327888
58 43 9.387060
58 44 2.940818
58 45 5.919415
58 46 9.902512
58 47 11.380667
58 48 7.697488
58 49 12.350156
58 50 9.362052
58 51 11.911912
58 52 7.867922
58 53 10.860867
58 54 5.794894
58 55 9.481495
58 56 3.041078
58 57 8.049820
59 0 4.810013
59 1 9.554854
59 2 5.358700
59 3 7.127279
59 4 7.215264
59 5 9.823984
59 6 6.592108
59 7 8.551198
59 8 4.000658
59 9 7.221319
59 10 7.892179
59 11 2.716734
59 12 9.514016
59 13 5.456577
59 14 8.103302
59 15 7.595768
59 16 6.512023
59 17 5.494706
59 18 4.579978
59 19 9.043993
59 20 9.410134
59 21 6.782645
59 22 6.573955
59 23 2.863646
59 24 5.626848
59 25 8.306432
59 26 4.560878
59 27 10.201893
59 28 8.125542
59 29 9.864510
59 30 10.888415
59 31 9.032689
59 32 8.493933
59 33 5.163940
59 34 5.366680
59 35 6.922592
59 36 2.774042
59 37 10.148706
59 38 7.149833
59 39 7.506295
59 40 11.261015
59 41 5.770832
59 42 9.874638
59 43 2.916100
59 44 9.431443
59 45 10.730480
59 46 4.102391
59 47 6.828072
59 48 11.757083
59 49 9.695016
59 50 11.828863
59 51 9.142611
59 52 10.757174
59 53 7.990174
59 54 9.270388
59 55 5.798868
59 56 8.145579
59 57 3.193372
59 58 7.565538
60 0 9.554853
60 1 4.810017
60 2 7.127279
60 3 5.358702
60 4 9.823984
60 5 7.215264
60 6 8.551195
60 7 6.592114
60 8 7.221316
60 9 4.000665
60 10 2.716731
60 11 7.892169
60 12 5.456577
60 13 9.514016
60 14 8.103302
60 15 6.512015
60 16 7.595765
60 17 4.579976
60 18 5.494709
60 19 9.410134
60 20 9.043993
60 21 6.573943
60 22 6.782646
60 23 5.626838
60 24 2.863640
60 25 4.560872
60 26 8.306436
60 27 8.125542
60 28 10.201893
60 29 10.888415
60 30 9.864510
60 31 8.493928
60 32 9.032695
60 33 5.366667
60 34 5.163940
60 35 2.774035
60 36 6.922596
60 37 7.149833
60 38 10.148706
60 39 11.261007
60 40 7.506296
60 41 9.874626
60 42 5.770840
60 43 9.431443
60 44 2.916100
60 45 4.102390
60 46 10.730481
60 47 11.757083
60 48 6.828072
60 49 11.828863
60 50 9.695008
60 51 10.757168
60 52 9.142609
60 53 9.270382
60 54 7.990182
60 55 8.145581
60 56 5.798865
60 57 7.565538
60 58 3.193372
60 59 8.357313
61 0 9.495521
61 1 4.926482
61 2 7.096245
61 3 5.382024
61 4 9.310788
61 5 6.686714
61 6 7.672459
61 7 7.279710
61 8 7.206779
61 9 5.499903
61 10 2.791766
61 11 8.669499
61 12 4.092296
61 13 9.867938
61 14 7.554056
61 15 5.379943
61 16 8.115928
61 17 4.613319
61 18 6.609153
61 19 8.098226
61 20 9.056477
61 21 5.396884
61 22 8.275115
61 23 6.749575
61 24 4.765146
61 25 2.718643
61 26 9.509830
61 27 6.640247
61 28 10.157924
61 29 10.045206
61 30 8.978463
61 31 6.677442
61 32 9.921770
61 33 5.344647
61 34 7.345849
61 35 2.844680
61 36 8.629807
61 37 4.930620
61 38 10.896846
61 39 10.515205
61 40 7.595062
61 41 9.324034
61 42 7.034499
61 43 9.819182
61 44 4.420506
61 45 2.910106
61 46 11.344870
61 47 11.677766
61 48 5.765377
61 49 10.732934
61 50 9.292459
61 51 9.310042
61 52 9.652969
61 53 7.850466
61 54 9.420435
61 55 7.533629
61 56 7.921349
61 57 8.092827
61 58 5.888911
61 59 9.607332
61 60 2.937689
62 0 4.926481
62 1 9.495512
62 2 5.382018
62 3 7.096236
62 4 6.686716
62 5 9.310782
62 6 7.279707
62 7 7.672451
62 8 5.499899
62 9 7.206769
62 10 8.669503
62 11 2.791774
62 12 9.867934
62 13 4.092296
62 14 7.554049
62 15 8.115928
62 16 5.379943
62 17 6.609145
62 18 4.613310
62 19 9.056479
62 20 8.098220
62 21 8.275115
62 22 5.396884
62 23 4.765146
62 24 6.749575
62 25 9.509822
62 26 2.718635
62 27 10.157921
62 28 6.640244
62 29 8.978462
62 30 10.045203
62 31 9.921765
62 32 6.677435
62 33 7.345849
62 34 5.344647
62 35 8.629799
62 36 2.844671
62 37 10.896845
62 38 4.930613
62 39 7.595070
62 40 10.515205
62 41 7.034499
62 42 9.324034
62 43 4.420517
62 44 9.819173
62 45 11.344861
62 46 2.910109
62 47 5.765383
62 48 11.677760
62 49 9.292467
62 50 10.732928
62 51 9.652977
62 52 9.310039
62 53 9.420433
62 54 7.850457
62 55 7.921355
62 56 7.533617
62 57 5.888918
62 58 8.092817
62 59 2.937695
62 60 9.607326
62 61 10.951010
63 0 9.538829
63 1 4.854754
63 2 7.106996
63 3 5.349003
63 4 8.531460
63 5 5.487734
63 6 7.200730
63 7 7.229240
63 8 7.879037
63 9 6.604419
63 10 4.017074
63 11 9.438415
63 12 2.765549
63 13 9.813770
63 14 6.541126
63 15 4.587945
63 16 8.066053
63 17 5.539133
63 18 7.575974
63 19 6.577238
63 20 8.157490
63 21 5.527884
63 22 9.007619
63 23 8.341225
63 24 6.793327
63 25 2.837333
63 26 10.162630
63 27 4.615481
63 28 9.382871
63 29 8.516812
63 30 7.200213
63 31 5.367028
63 32 9.823108
63 33 6.857034
63 34 8.985111
63 35 5.096503
63 36 10.081193
63 37 2.796949
63 38 10.812134
63 39 9.832402
63 40 6.845179
63 41 9.414968
63 42 7.566389
63 43 10.614091
63 44 5.852925
63 45 2.815265
63 46 11.748929
63 47 11.268042
63 48 4.165305
63 49 9.296180
63 50 7.828385
63 51 8.072432
63 52 9.076934
63 53 7.419221
63 54 9.819984
63 55 8.229450
63 56 9.189443
63 57 9.546341
63 58 7.983195
63 59 11.023177
63 60 5.599775
63 61 3.001318
63 62 11.945543
64 0 4.854754
64 1 9.538829
64 2 5.349003
64 3 7.106996
64 4 5.487743
64 5 8.531463
64 6 7.229240
64 7 7.200730
64 8 6.604419
64 9 7.879037
64 10 9.438428
64 11 4.017086
64 12 9.813775
64 13 2.765557
64 14 6.541126
64 15 8.066060
64 16 4.587954
64 17 7.575974
64 18 5.539133
64 19 8.157497
64 20 6.577239
64 21 9.007624
64 22 5.527894
64 23 6.793332
64 24 8.341233
64 25 10.162630
64 26 2.837333
64 27 9.382877
64 28 4.615485
64 29 7.200219
64 30 8.516816
64 31 9.823108
64 32 5.367028
64 33 8.985116
64 34 6.857042
64 35 10.081193
64 36 5.096503
64 37 10.812140
64 38 2.796948
64 39 6.845189
64 40 9.832413
64 41 7.566390
64 42 9.414978
64 43 5.852934
64 44 10.614093
64 45 11.748929
64 46 2.815265
64 47 4.165314
64 48 11.268045
64 49 7.828394
64 50 9.296184
64 51 9.076946
64 52 8.072439
64 53 9.819984
64 54 7.419221
64 55 9.189449
64 56 8.229451
64 57 7.983202
64 58 9.546342
64 59 5.599781
64 60 11.023181
64 61 11.945551
64 62 3.001319
64 63 12.242569
65 0 9.548293
65 1 5.038314
65 2 7.146391
65 3 5.451436
65 4 7.676149
65 5 4.118351
65 6 7.253260
65 7 6.746938
65 8 8.768275
65 9 7.383606
65 10 5.620281
65 11 9.903244
65 12 2.846890
65 13 9.350023
65 14 5.408418
65 15 4.663138
65 16 7.577463
65 17 6.772794
65 18 8.216250
65 19 5.393993
65 20 6.653704
65 21 6.728059
65 22 9.087490
65 23 9.708442
65 24 8.452851
65 25 4.792601
65 26 10.194010
65 27 2.735729
65 28 8.079485
65 29 6.656131
65 30 4.902140
65 31 5.377653
65 32 8.959869
65 33 8.705865
65 34 9.983501
65 35 7.427465
65 36 10.952665
65 37 2.839677
65 38 9.997873
65 39 9.326384
65 40 5.776292
65 41 9.901448
65 42 7.702221
65 43 11.334975
65 44 7.189258
65 45 4.362286
65 46 11.735137
65 47 10.553016
65 48 3.031445
65 49 7.894118
65 50 5.716894
65 51 7.490434
65 52 7.783299
65 53 8.062332
65 54 9.458618
65 55 9.570588
65 56 9.775280
65 57 11.039065
65 58 9.503130
65 59 12.042574
65 60 7.896803
65 61 5.837795
65 62 12.316958
65 63 3.077242
65 64 11.850524
66 0 5.038313
66 1 9.548284
66 2 5.451429
66 3 7.146382
66 4 4.118355
66 5 7.676141
66 6 6.746934
66 7 7.253251
66 8 7.383603
66 9 8.768267
66 10 9.903247
66 11 5.620285
66 12 9.350018
66 13 2.846891
66 14 5.408410
66 15 7.577463
66 16 4.663138
66 17 8.216244
66 18 6.772787
66 19 6.653706
66 20 5.393983
66 21 9.087490
66 22 6.728059
66 23 8.452851
66 24 9.708442
66 25 10.194003
66 26 4.792596
66 27 8.079482
66 28 2.735722
66 29 4.902139
66 30 6.656126
66 31 8.959864
66 32 5.377644
66 33 9.983501
66 34 8.705865
66 35 10.952659
66 36 7.427462
66 37 9.997872
66 38 2.839666
66 39 5.776302
66 40 9.326384
66 41 7.702221
66 42 9.901448
66 43 7.189265
66 44 11.334968
66 45 11.735128
66 46 4.362288
66 47 3.031457
66 48 10.553009
66 49 5.716897
66 50 7.894116
66 51 7.783309
66 52 7.490431
66 53 9.458615
66 54 8.062324
66 55 9.775279
66 56 9.570584
66 57 9.503134
66 58 11.039058
66 59 7.896805
66 60 12.042569
66 61 12.316958
66 62 5.837795
66 63 11.850516
66 64 3.077243
66 65 10.742698
67 0 4.853193
67 1 9.603629
67 2 5.366726
67 3 7.144660
67 4 2.757520
67 5 7.247448
67 6 5.490200
67 7 7.943376
67 8 7.234480
67 9 9.514918
67 10 9.845965
67 11 6.598381
67 12 8.591665
67 13 3.943960
67 14 4.621663
67 15 6.565233
67 16 5.538079
67 17 8.127576
67 18 7.653965
67 19 4.628964
67 20 5.596413
67 21 8.132530
67 22 8.261451
67 23 9.113081
67 24 10.327854
67 25 9.401728
67 26 6.687761
67 27 6.611288
67 28 2.891471
67 29 2.841325
67 30 5.432948
67 31 7.162063
67 32 6.912766
67 33 9.809713
67 34 10.102916
67 35 10.833024
67 36 8.972933
67 37 8.482831
67 38 5.063011
67 39 4.094142
67 40 9.476767
67 41 6.836869
67 42 10.711757
67 43 7.561638
67 44 11.762577
67 45 11.317790
67 46 5.693432
67 47 2.840443
67 48 9.920364
67 49 2.967694
67 50 7.561317
67 51 5.546416
67 52 8.257124
67 53 7.919402
67 54 9.565106
67 55 9.093707
67 56 10.987277
67 57 9.762096
67 58 12.027636
67 59 9.097448
67 60 12.286991
67 61 11.845907
67 62 7.826946
67 63 10.786642
67 64 5.635829
67 65 9.327785
67 66 2.963067
68 0 9.603628
68 1 4.853196
68 2 7.144659
68 3 5.366727
68 4 7.247448
68 5 2.757520
68 6 7.943373
68 7 5.490206
68 8 9.514916
68 9 7.234484
68 10 6.598380
68 11 9.845958
68 12 3.943960
68 13 8.591665
68 14 4.621663
68 15 5.538069
68 16 6.565229
68 17 7.653964
68 18 8.127578
68 19 5.596413
68 20 4.628964
68 21 8.261440
68 22 8.132530
68 23 10.327848
68 24 9.113078
68 25 6.687757
68 26 9.401731
68 27 2.891471
68 28 6.611288
68 29 5.432948
68 30 2.841325
68 31 6.912760
68 32 7.162070
68 33 10.102909
68 34 9.809713
68 35 8.972931
68 36 10.833026
68 37 5.063011
68 38 8.482831
68 39 9.476758
68 40 4.094143
68 41 10.711746
68 42 6.836875
68 43 11.762577
68 44 7.561638
68 45 5.693431
68 46 11.317791
68 47 9.920364
68 48 2.840443
68 49 7.561304
68 50 2.967700
68 51 8.257116
68 52 5.546413
68 53 9.565100
68 54 7.919409
68 55 10.987270
68 56 9.093715
68 57 12.027636
68 58 9.762096
68 59 12.286991
68 60 9.097448
68 61 7.826944
68 62 11.845902
68 63 5.635823
68 64 10.786645
68 65 2.963060
68 66 9.327778
68 67 8.183029
69 0 7.579712
69 1 7.539573
69 2 6.264435
69 3 6.245467
69 4 4.904244
69 5 4.962599
69 6 5.788493
69 7 7.450296
69 8 8.273828
69 9 9.003929
69 10 8.132392
69 11 8.975972
69 12 5.584873
69 13 7.287905
69 14 3.952892
69 15 4.871557
69 16 6.744081
69 17 7.678194
69 18 8.497256
69 19 2.801700
69 20 5.496521
69 21 7.140029
69 22 9.315894
69 23 10.126185
69 24 10.107727
69 25 7.080944
69 26 9.281711
69 27 2.759401
69 28 5.451712
69 29 2.838664
69 30 2.848260
69 31 4.880570
69 32 8.219517
69 33 9.636595
69 34 10.938442
69 35 9.613144
69 36 10.936408
69 37 4.795928
69 38 8.165970
69 39 6.410435
69 40 7.439272
69 41 8.360395
69 42 9.662096
69 43 10.114890
69 44 10.122928
69 45 8.263606
69 46 9.682505
69 47 7.456011
69 48 6.368426
69 49 3.932694
69 50 5.499340
69 51 4.989367
69 52 7.827883
69 53 7.278039
69 54 10.004669
69 55 9.402641
69 56 11.173572
69 57 11.035816
69 58 11.648295
69 59 11.547019
69 60 10.814384
69 61 9.281000
69 62 11.179597
69 63 7.061471
69 64 9.802363
69 65 4.702236
69 66 7.723753
69 67 5.488024
69 68 4.086656
70 0 7.539568
70 1 7.579711
70 2 6.245463
70 3 6.264432
70 4 4.962599
70 5 4.904244
70 6 7.450289
70 7 5.788494
70 8 9.003924
70 9 8.273828
70 10 8.975977
70 11 8.132389
70 12 7.287905
70 13 5.584873
70 14 3.952887
70 15 6.744077
70 16 4.871557
70 17 8.497251
70 18 7.678193
70 19 5.496521
70 20 2.801700
70 21 9.315887
70 22 7.140033
70 23 10.107724
70 24 10.126186
70 25 9.281705
70 26 7.080945
70 27 5.451712
70 28 2.759401
70 29 2.848260
70 30 2.838664
70 31 8.219508
70 32 4.880575
70 33 10.938437
70 34 9.636597
70 35 10.936404
70 36 9.613144
70 37 8.165970
70 38 4.795928
70 39 7.439266
70 40 6.410443
70 41 9.662086
70 42 8.360403
70 43 10.122928
70 44 10.114890
70 45 9.682501
70 46 8.263605
70 47 6.368426
70 48 7.456011
70 49 5.499325
70 50 3.932707
70 51 7.827881
70 52 4.989374
70 53 10.004661
70 54 7.278044
70 55 11.173564
70 56 9.402650
70 57 11.648295
70 58 11.035816
70 59 10.814384
70 60 11.547019
70 61 11.179597
70 62 9.280996
70 63 9.802357
70 64 7.061473
70 65 7.723754
70 66 4.702228
70 67 4.086656
70 68 5.488024
70 69 4.754412
71 0 7.516385
71 1 7.621124
71 2 6.256192
71 3 6.290707
71 4 5.576517
71 5 5.835885
71 6 4.945727
71 7 8.323894
71 8 7.419189
71 9 9.029394
71 10 7.351569
71 11 8.967151
71 12 4.971462
71 13 8.104931
71 14 4.886555
71 15 3.999698
71 16 7.647895
71 17 6.802315
71 18 8.494623
71 19 2.755803
71 20 7.225075
71 21 5.444070
71 22 10.025231
71 23 9.433511
71 24 9.445134
71 25 5.458272
71 26 9.960312
71 27 2.905277
71 28 7.120980
71 29 4.892465
71 30 4.991369
71 31 2.778302
71 32 9.697609
71 33 8.188055
71 34 10.964997
71 35 8.204386
71 36 10.934919
71 37 2.822252
71 38 9.614473
71 39 6.310450
71 40 8.423303
71 41 7.386150
71 42 10.182768
71 43 9.591776
71 44 9.778345
71 45 7.448444
71 46 10.096347
71 47 8.272438
71 48 6.509628
71 49 4.761872
71 50 7.338089
71 51 3.959647
71 52 9.440170
71 53 5.406834
71 54 11.115549
71 55 7.795839
71 56 11.590964
71 57 9.935056
71 58 11.321326
71 59 11.199733
71 60 9.788483
71 61 7.742853
71 62 11.555852
71 63 5.449334
71 64 10.846063
71 65 3.960555
71 66 9.313101
71 67 7.114497
71 68 5.177593
71 69 2.800575
71 70 7.209989
72 0 7.621124
72 1 7.516385
72 2 6.290707
72 3 6.256192
72 4 5.835895
72 5 5.576523
72 6 8.323894
72 7 4.945727
72 8 9.029394
72 9 7.419189
72 10 8.967162
72 11 7.351571
72 12 8.104938
72 13 4.971468
72 14 4.886555
72 15 7.647898
72 16 3.999700
72 17 8.494623
72 18 6.802315
72 19 7.225085
72 20 2.755809
72 21 10.025232
72 22 5.444073
72 23 9.445134
72 24 9.433514
72 25 9.960312
72 26 5.458272
72 27 7.120989
72 28 2.905287
72 29 4.991379
72 30 4.892474
72 31 9.697609
72 32 2.778302
72 33 10.964998
72 34 8.188057
72 35 10.934919
72 36 8.204386
72 37 9.614482
72 38 2.822254
72 39 8.423308
72 40 6.310462
72 41 10.182765
72 42 7.386157
72 43 9.778351
72 44 9.591779
72 45 10.096347
72 46 7.448444
72 47 6.509635
72 48 8.272443
72 49 7.338087
72 50 4.761880
72 51 9.440179
72 52 3.959655
72 53 11.115549
72 54 5.406834
72 55 11.590966
72 56 7.795848
72 57 11.321332
72 58 9.935058
72 59 9.788487
72 60 11.199737
72 61 11.555857
72 62 7.742849
72 63 10.846063
72 64 5.449334
72 65 9.313107
72 66 3.960546
72 67 5.177601
72 68 7.114504
72 69 7.209998
72 70 2.800583
72 71 9.289394
73 0 7.552968
73 1 7.430198
73 2 6.228024
73 3 6.171670
73 4 7.231003
73 5 7.317388
73 6 4.886664
73 7 8.908942
73 8 5.804647
73 9 8.088570
73 10 5.573816
73 11 8.234198
73 12 4.890696
73 13 8.922862
73 14 6.652553
73 15 3.896240
73 16 8.380956
73 17 4.900705
73 18 7.586462
73 19 5.381773
73 20 9.245053
73 21 2.854736
73 22 9.934224
73 23 7.273830
73 24 7.201338
73 25 2.767769
73 26 9.945866
73 27 5.382082
73 28 9.221135
73 29 8.139488
73 30 8.142121
73 31 2.795524
73 32 10.883241
73 33 4.974498
73 34 9.615463
73 35 4.907151
73 36 9.644176
73 37 2.749814
73 38 10.873546
73 39 7.418292
73 40 9.525811
73 41 6.436416
73 42 10.022616
73 43 8.334392
73 44 8.337462
73 45 6.215177
73 46 10.170921
73 47 9.619910
73 48 7.356590
73 49 7.684814
73 50 9.808662
73 51 5.447044
73 52 11.023153
73 53 3.869950
73 54 11.576639
73 55 5.095889
73 56 10.860435
73 57 7.337190
73 58 9.420747
73 59 9.560986
73 60 7.048386
73 61 4.744718
73 62 11.004603
73 63 3.915899
73 64 11.515180
73 65 5.426294
73 66 11.168688
73 67 9.742656
73 68 7.790415
73 69 7.012897
73 70 10.315241
73 71 4.569366
73 72 11.515713
74 0 7.430198
74 1 7.552968
74 2 6.171670
74 3 6.228024
74 4 7.317397
74 5 7.231010
74 6 8.908942
74 7 4.886664
74 8 8.088570
74 9 5.804647
74 10 8.234212
74 11 5.573823
74 12 8.922870
74 13 4.890706
74 14 6.652553
74 15 8.380959
74 16 3.896244
74 17 7.586462
74 18 4.900705
74 19 9.245062
74 20 5.381778
74 21 9.934226
74 22 2.854743
74 23 7.201339
74 24 7.273835
74 25 9.945866
74 26 2.767769
74 27 9.221143
74 28 5.382089
74 29 8.142129
74 30 8.139495
74 31 10.883241
74 32 2.795524
74 33 9.615465
74 34 4.974503
74 35 9.644176
74 36 4.907151
74 37 10.873555
74 38 2.749820
74 39 9.525817
74 40 7.418304
74 41 10.022613
74 42 6.436426
74 43 8.337471
74 44 8.334396
74 45 10.170921
74 46 6.215177
74 47 7.356598
74 48 9.619916
74 49 9.808666
74 50 7.684814
74 51 11.023162
74 52 5.447053
74 53 11.576639
74 54 3.869950
74 55 10.860443
74 56 5.095895
74 57 9.420756
74 58 7.337194
74 59 7.048393
74 60 9.560993
74 61 11.004609
74 62 4.744712
74 63 11.515180
74 64 3.915899
74 65 11.168694
74 66 5.426289
74 67 7.790422
74 68 9.742662
74 69 10.315249
74 70 7.012902
74 71 11.515713
74 72 4.569366
74 73 12.035928
75 0 7.509255
75 1 7.501473
75 2 6.233610
75 3 6.223391
75 4 8.095532
75 5 8.221840
75 6 5.573427
75 7 8.943606
75 8 4.957420
75 9 7.278086
75 10 4.883679
75 11 7.390286
75 12 5.765016
75 13 8.965160
75 14 7.611420
75 15 4.824264
75 16 8.416994
75 17 3.961900
75 18 6.683979
75 19 7.112015
75 20 9.994627
75 21 2.775301
75 22 9.296016
75 23 5.526790
75 24 5.490274
75 25 2.833931
75 26 9.294255
75 27 7.149000
75 28 9.952759
75 29 9.650433
75 30 9.676295
75 31 4.867987
75 32 10.942855
75 33 2.851910
75 34 8.191012
75 35 2.845207
75 36 8.197106
75 37 4.918167
75 38 10.924765
75 39 8.274091
75 40 10.053068
75 41 6.354106
75 42 9.650268
75 43 7.369153
75 44 7.490000
75 45 6.327814
75 46 9.710694
75 47 10.059476
75 48 8.352047
75 49 9.302125
75 50 10.947824
75 51 7.122174
75 52 11.459947
75 53 4.713063
75 54 11.236871
75 55 4.062048
75 56 9.861092
75 57 5.491331
75 58 7.845867
75 59 7.987396
75 60 5.386002
75 61 3.893252
75 62 9.955604
75 63 5.005178
75 64 11.185556
75 65 7.325050
75 66 11.609002
75 67 10.832267
75 68 9.436192
75 69 9.162856
75 70 11.549414
75 71 7.099916
75 72 12.123435
75 73 2.845547
75 74 11.542452
76 0 7.501473
76 1 7.509255
76 2 6.223391
76 3 6.233610
76 4 8.221848
76 5 8.095537
76 6 8.943606
76 7 5.573427
76 8 7.278086
76 9 4.957420
76 10 7.390300
76 11 4.883685
76 12 8.965167
76 13 5.765022
76 14 7.611420
76 15 8.416996
76 16 4.824266
76 17 6.683979
76 18 3.961900
76 19 9.994635
76 20 7.112019
76 21 9.296017
76 22 2.775307
76 23 5.490274
76 24 5.526795
76 25 9.294255
76 26 2.833931
76 27 9.952766
76 28 7.149004
76 29 9.676300
76 30 9.650437
76 31 10.942855
76 32 4.867987
76 33 8.191014
76 34 2.851917
76 35 8.197106
76 36 2.845207
76 37 10.924773
76 38 4.918169
76 39 10.053073
76 40 8.274101
76 41 9.650265
76 42 6.354115
76 43 7.490009
76 44 7.369158
76 45 9.710694
76 46 6.327814
76 47 8.352054
76 48 10.059481
76 49 10.947830
76 50 9.302122
76 51 11.459955
76 52 7.122180
76 53 11.236871
76 54 4.713063
76 55 9.861102
76 56 4.062048
76 57 7.845877
76 58 5.491335
76 59 5.386010
76 60 7.987403
76 61 9.955610
76 62 3.893244
76 63 11.185556
76 64 5.005178
76 65 11.609007
76 66 7.325046
76 67 9.436197
76 68 10.832272
76 69 11.549420
76 70 9.162859
76 71 12.123435
76 72 7.099916
76 73 11.542452
76 74 2.845547
76 75 10.397779
77 0 7.538400
77 1 7.603291
77 2 6.308429
77 3 6.331562
77 4 9.002449
77 5 9.072169
77 6 7.285952
77 7 8.228408
77 8 4.882859
77 9 5.710554
77 10 5.025086
77 11 5.774868
77 12 7.515917
77 13 8.321338
77 14 8.547855
77 15 6.754298
77 16 7.692833
77 17 3.962898
77 18 4.895473
77 19 9.366469
77 20 10.105581
77 21 5.456450
77 22 7.248701
77 23 2.804999
77 24 2.846280
77 25 5.531949
77 26 7.251988
77 27 9.390261
77 28 10.075014
77 29 11.062560
77 30 11.083410
77 31 8.226045
77 32 9.765417
77 33 2.792392
77 34 4.991651
77 35 2.866282
77 36 4.974232
77 37 8.273714
77 38 9.760128
77 39 9.630898
77 40 10.161400
77 41 7.416618
77 42 8.441111
77 43 6.334211
77 44 6.468562
77 45 7.533571
77 46 8.426915
77 47 10.142472
77 48 9.753209
77 49 11.208260
77 50 11.660534
77 51 9.802460
77 52 10.951158
77 53 7.713762
77 54 9.486207
77 55 5.464838
77 56 7.331591
77 57 3.876857
77 58 4.983221
77 59 5.133957
77 60 4.161317
77 61 5.564965
77 62 7.352069
77 63 7.950124
77 64 9.532070
77 65 10.090674
77 66 11.139863
77 67 11.584611
77 68 11.270300
77 69 11.611349
77 70 12.202661
77 71 10.427571
77 72 11.673887
77 73 7.194416
77 74 9.348911
77 75 4.689790
77 76 7.266934
78 0 7.603296
78 1 7.538394
78 2 6.331564
78 3 6.308426
78 4 9.072175
78 5 9.002446
78 6 8.228410
78 7 7.285949
78 8 5.710558
78 9 4.882853
78 10 5.774872
78 11 5.025088
78 12 8.321337
78 13 7.515921
78 14 8.547855
78 15 7.692833
78 16 6.754298
78 17 4.895471
78 18 3.962898
78 19 10.105585
78 20 9.366467
78 21 7.248701
78 22 5.456450
78 23 2.846280
78 24 2.804999
78 25 7.251984
