79
79      6.990530     10.924370     31.290210
79      4.370990     10.924370     22.789590
79      6.100440     10.896390     28.416410
79      5.261080     10.896390     25.663390
79      6.646400      8.455370     29.824290
79      4.715130      8.455370     24.255510
79      8.804900     10.245450     29.176410
79      2.556620     10.245450     24.903390
79      7.859260     12.941710     29.460150
79      3.502260     12.941710     24.619650
79      6.225190     12.834360     23.795470
79      5.136340     12.834360     30.284320
79      6.966330     10.037030     23.527240
79      4.395200     10.037030     30.552560
79      5.680760      8.450800     27.039900
79      7.866440     10.163230     26.364620
79      3.495080     10.163230     27.715170
79      7.014070     12.907450     26.634660
79      4.347450     12.907450     27.445140
79      8.382780      7.653680     27.749790
79      2.978750      7.653680     26.330010
79      9.731790     12.129180     27.326520
79      1.629730     12.129180     26.753270
79      6.112710     15.007590     28.500770
79      5.248810     15.007590     25.579020
79      8.836300     12.078360     24.492380
79      2.525220     12.078360     29.587420
79      7.446610      7.641690     24.947010
79      3.914920      7.641690     29.132790
79      6.117060      5.985220     28.368100
79      5.244470      5.985220     25.711700
79     10.507320      9.384380     27.012860
79      0.854200      9.384380     27.066940
79      8.796650     14.814590     27.517960
79      2.564870     14.814590     26.561830
79      7.986020     14.798600     24.876710
79      3.375500     14.798600     29.203090
79      9.641880      9.332990     24.361150
79      1.719650      9.332990     29.718650
79      8.741410      8.781410     31.625500
79      2.620120      8.781410     22.454290
79      9.671320     11.730620     31.352940
79      1.690200     11.730620     22.726850
79      7.327530     13.584090     32.067880
79      4.034000     13.584090     22.011920
79      6.612160     11.671810     21.225600
79      4.749360     11.671810     32.854200
79      5.809920      8.732300     32.569380
79      5.551610      8.732300     21.510420
79      8.305340      6.269570     30.099370
79      3.056180      6.269580     23.980420
79     10.504530      8.127610     29.515310
79      0.857000      8.127610     24.564480
79     11.533700     11.008880     29.026790
79     -0.172180     11.008880     25.053010
79     10.523090     13.731400     29.553170
79      0.838440     13.731410     24.526630
79      8.226540     15.631120     30.157420
79      3.134990     15.631120     23.922380
79      5.214930     15.393590     31.192510
79      6.146600     15.393590     22.887290
79      8.443700     13.654890     22.312600
79      2.917820     13.654890     31.767190
79      9.158580     10.756490     22.002550
79      2.202940     10.756490     32.077250
79      8.314820      7.818700     22.358750
79      3.046700      7.818700     31.721040
79      5.521920      6.301550     31.128330
79      5.839610      6.301550     22.951470
79      7.942270      5.292600     26.307300
79      3.419260      5.292600     27.772500
79     10.144910      6.932510     25.757490
79      1.216610      6.932510     28.322310
79     11.400550     11.286390     25.169100
79     -0.039030     11.286390     28.910700
79     10.647160     14.010050     25.502590
79      0.714360     14.010050     28.577210
79      7.113150     16.869050     26.656290
79      4.248370     16.869050     27.423500
